directory_name,category_match,status_match,similarity_score,total_input_tokens,total_output_tokens,total_elapsed_time,error_status,error_message,formatting_check_result_1,formatting_check_evidence_snippet_1,formatting_check_result_2,formatting_check_evidence_snippet_2,formatting_check_result_3,formatting_check_evidence_snippet_3,formatting_check_result_best,formatting_check_evidence_snippet_best,anonymity_check_result_1,anonymity_check_evidence_snippet_1,anonymity_check_result_2,anonymity_check_evidence_snippet_2,anonymity_check_result_3,anonymity_check_evidence_snippet_3,anonymity_check_result_best,anonymity_check_evidence_snippet_best,policy_check_result_1,policy_check_evidence_snippet_1,policy_check_result_2,policy_check_evidence_snippet_2,policy_check_result_3,policy_check_evidence_snippet_3,policy_check_result_best,policy_check_evidence_snippet_best,scope_check_result_1,scope_check_evidence_snippet_1,scope_check_result_2,scope_check_evidence_snippet_2,scope_check_result_3,scope_check_evidence_snippet_3,scope_check_result_best,scope_check_evidence_snippet_best,token_error_occurred
data/iclr/data/submission_5KRxLvYLlM,1.0,1.0,1.0,92494,2306,106.50096321105956,,,False,,,,,,False,,False,"Despite the vast empirical evidence supporting the efficacy of adaptive optimization methods in deep learning, their theoretical understanding is far from complete. This work introduces novel SDEs for commonly used adaptive optimizers: SignSGD, RMSprop(W), and Adam(W). These SDEs offer a quantitatively accurate description of these optimizers and help illuminate an intricate relationship between adaptivity, gradient noise, and curvature. Our novel analysis of SignSGD highlights a noteworthy and precise contrast to SGD in terms of convergence speed, stationary distribution, and robustness to heavy-tail noise. We extend this analysis to AdamW and RMSpropW, for which we observe that the role of noise is much more complex. Crucially, we support our theoretical analysis with experimental evidence by verifying our insights: this includes numerically integrating our SDEs using Euler-Maruyama discretization on various neural network architectures such as MLPs, CNNs, ResNets, and Transformers. Our SDEs accurately track the behavior of the respective optimizers, especially when compared to previous SDEs derived for Adam and RMSprop. We believe our approach can provide valuable insights into best training practices and novel scaling rules.",,,,,False,"Despite the vast empirical evidence supporting the efficacy of adaptive optimization methods in deep learning, their theoretical understanding is far from complete. This work introduces novel SDEs for commonly used adaptive optimizers: SignSGD, RMSprop(W), and Adam(W). These SDEs offer a quantitatively accurate description of these optimizers and help illuminate an intricate relationship between adaptivity, gradient noise, and curvature. Our novel analysis of SignSGD highlights a noteworthy and precise contrast to SGD in terms of convergence speed, stationary distribution, and robustness to heavy-tail noise. We extend this analysis to AdamW and RMSpropW, for which we observe that the role of noise is much more complex. Crucially, we support our theoretical analysis with experimental evidence by verifying our insights: this includes numerically integrating our SDEs using Euler-Maruyama discretization on various neural network architectures such as MLPs, CNNs, ResNets, and Transformers. Our SDEs accurately track the behavior of the respective optimizers, especially when compared to previous SDEs derived for Adam and RMSprop. We believe our approach can provide valuable insights into best training practices and novel scaling rules.",False,"The document adheres to all specified formatting and layout guidelines. Line numbers are present on every page. The main content (Abstract through Conclusion) spans exactly 10 pages, which is within the allowed 6-10 page limit. No Ethics or Reproducibility Statements were found, thus no length violation for them. Margins, font sizes, and spacing appear consistent with the ICLR 2025 style guide, with no evidence of 'space-cheating' or extensive use of smaller fonts in the main body.",False,"The main paper adheres to all specified formatting and layout guidelines. Line numbers are present on all pages. The main content (Abstract through Conclusion) is exactly 10 pages, which falls within the 6-10 page limit. No explicit Ethics or Reproducibility Statements were found, thus no page limit violation for them. Margins, font sizes, paragraph spacing, and heading styles are consistent with the ICLR 2025 style guide as demonstrated by the provided iclr2025_conference.pdf template. No evidence of 'space-cheating' or extensive use of smaller fonts for main body text was observed.",,,False,"The main paper adheres to all specified formatting and layout guidelines. Line numbers are present on all pages. The main content (Abstract through Conclusion) is exactly 10 pages, which falls within the 6-10 page limit. No explicit Ethics or Reproducibility Statements were found, thus no page limit violation for them. Margins, font sizes, paragraph spacing, and heading styles are consistent with the ICLR 2025 style guide as demonstrated by the provided iclr2025_conference.pdf template. No evidence of 'space-cheating' or extensive use of smaller fonts for main body text was observed.",False,,,,,,False,,False
data/iclr/data/submission_n6Gg0D2jWT,0.0,0.0,0.0,33222,1924,28.79875111579895,,,False,"Although trust region policy optimization methods have achieved a lot of success in cooperative multi-agent tasks, most of them face a non-stationarity problem during the learning process. Recently, sequential trust region methods that update policies agent-by-agent have shed light on alleviating the non-stationarity problem. However, these methods are still less sample-efficient when compared to their counterparts (i.e., PPO) in a single-agent setting. To narrow this efficiency gap, we propose the Off-Policyness-aware Sequential Policy Optimization (OPSPO) method, which explicitly manages the off-policyness that arises from the sequential policy update process among multiple agents. We prove that our OPSPO has the tightness of the monotonic improvement bound compared with other trust region multi-agent learning methods. Finally, we demonstrate that our OPSPO consistently outperforms strong baselines under challenging multi-agent benchmarks, including StarCraftII micromanagement tasks, Multi-agent MuJoCo, and Google Research Football full game scenarios.",,,,,False,"Although trust region policy optimization methods have achieved a lot of success in cooperative multi-agent tasks, most of them face a non-stationarity problem during the learning process. Recently, sequential trust region methods that update policies agent-by-agent have shed light on alleviating the non-stationarity problem. However, these methods are still less sample-efficient when compared to their counterparts (i.e., PPO) in a single-agent setting. To narrow this efficiency gap, we propose the Off-Policyness-aware Sequential Policy Optimization (OPSPO) method, which explicitly manages the off-policyness that arises from the sequential policy update process among multiple agents. We prove that our OPSPO has the tightness of the monotonic improvement bound compared with other trust region multi-agent learning methods. Finally, we demonstrate that our OPSPO consistently outperforms strong baselines under challenging multi-agent benchmarks, including StarCraftII micromanagement tasks, Multi-agent MuJoCo, and Google Research Football full game scenarios.",False,,,,,,False,,False,"The main content of the paper (Abstract through Conclusion) spans from page 1 to page 10, inclusive, totaling 10 pages. This is within the allowed page limit of 6-10 pages. Line numbers are present on all pages in the left margin. There are no explicit Ethics or Reproducibility Statements. Visual inspection of the PDF does not reveal any obvious margin or spacing violations, nor extensive use of small fonts in the main body text.",,,,,False,"The main content of the paper (Abstract through Conclusion) spans from page 1 to page 10, inclusive, totaling 10 pages. This is within the allowed page limit of 6-10 pages. Line numbers are present on all pages in the left margin. There are no explicit Ethics or Reproducibility Statements. Visual inspection of the PDF does not reveal any obvious margin or spacing violations, nor extensive use of small fonts in the main body text.",False,,,,,,False,,False
data/iclr/data/submission_viOk8hPJwb,1.0,1.0,1.0,106628,2748,69.52902507781982,,,False,"The paper discusses ""contrastive multi-skill reinforcement learning (RL)"", ""reducing the hypothesis space"", ""hierarchically grouped"" skills, and provides ""mathematically proven"" bounds for optimality. It also mentions ""applications of deep learning in vision, audio, speech, natural language processing, robotics, neuroscience, or any other field"" in the context of surpassing other prominent algorithms.",False,"The paper discusses contrastive multi-skill reinforcement learning, PAC-MDP theory, hypothesis space reduction, and hierarchical grouping of skills, all of which fall under representation learning for planning and reinforcement learning, hierarchical models, and optimization for representation learning.",False,"The paper discusses ""contrastive multi-skill reinforcement learning (RL)"", ""reducing the hypothesis space"", ""hierarchical models"", ""Active Learning and the PAC-MDP"", and proposes an ""algorithm that is applicable in real-world scenarios, which has been demonstrated to surpass other prominent algorithms."" These topics align with ICLR's scope, specifically ""representation learning for planning and reinforcement learning"", ""optimization for representation learning"", and ""hierarchical models"".",False,"The paper discusses contrastive multi-skill reinforcement learning, PAC-MDP theory, hypothesis space reduction, and hierarchical grouping of skills, all of which fall under representation learning for planning and reinforcement learning, hierarchical models, and optimization for representation learning.",False,,,,,,False,,False,"The main content of the paper (Abstract through Section 5) spans 10 pages, which adheres to the specified limit of 6-10 pages. Line numbers are present in the left margin of all pages. No explicit Ethics Statement or Reproducibility Statement sections were found. Visual inspection and review of the LaTeX source indicate no apparent violations of font size, margins, or spacing in the main body text, with any specific spacing commands (vspace) being consistent with the style guide's own usage for notation sections.",False,"The main content of the paper (Abstract through Conclusion/Discussion) spans 10 pages, which is within the allowed limit of 6-10 pages. References and Appendices are correctly excluded from this count. Line numbers are present on all pages. Visual inspection of margins, font sizes, and paragraph spacing indicates adherence to the ICLR 2025 style guide, with no evidence of 'space-cheating' or extensive use of smaller fonts in the main body text.",False,"The main content (Abstract through Conclusion/Discussion) spans 10 pages (pages 1-10 of main_paper.pdf), which is within the 6-10 page limit. Line numbers are present on all pages. No explicit Ethics or Reproducibility statements were found. Visual inspection and review of the LaTeX source (iclr2025_conference.tex) indicate adherence to margin, font size, and spacing guidelines, with no evidence of 'space-cheating' or extensive use of small fonts in the main body.",False,"The main content (Abstract through Conclusion/Discussion) spans 10 pages (pages 1-10 of main_paper.pdf), which is within the 6-10 page limit. Line numbers are present on all pages. No explicit Ethics or Reproducibility statements were found. Visual inspection and review of the LaTeX source (iclr2025_conference.tex) indicate adherence to margin, font size, and spacing guidelines, with no evidence of 'space-cheating' or extensive use of small fonts in the main body.",False,,False,,False,,False,,False
data/iclr/data/submission_8g7hHwSBjH,0.0,0.0,0.0,44216,2139,33.94323444366455,,,False,,False,"Retrieval-augmented generation (RAG) has shown its impressive capability of providing reliable answer predictions and addressing severe hallucination prob- lems. A typical RAG implementation adopts powerful retrieval models to ex- tract external information and leverage large language models (LLMs) to gener- ate corresponding answers. Different with that, recent LLM-based retrieval has raised much attention because it brings substantial improvements in information retrieval (IR) via LLMs' vigorous semantic understanding capability. However, directly applying LLM to RAG systems remains certain challenges. This may cause feature locality problems since massive parametric knowledge impedes the effective usage of the global information among all corpus, e.g., a LLM-based re- triever usually inputs the summary of documents instead of the whole documents. Moreover, various tasks pre-trained in LLMs induce severe variance, which fur- ther weakens its performance as the retriever. To address these issues, we propose a novel two-stage fine-tuning architecture called Invar-RAG. In the retrieval stage, a LLM-based retriever is constructed by integrating a LoRA-based representation learning to address the feature locality problem. To justify and consolidate this retrieval's performance, two patterns (i.e., invariant and variant patterns) and an invariance loss are also developed to alleviate the variance in LLM. Moreover, in the generation stage, a meticulously designed fine-tuning method is devised to im- prove our LLM for accurate answer generation based on the retrieved information. Experimental results demonstrate that Invar-RAG significantly outperforms exist- ing baselines across three Open-domain Question Answering (ODQA) datasets. The code is available in Supplementary Material to ease reproducibility.",,,False,"Retrieval-augmented generation (RAG) has shown its impressive capability of providing reliable answer predictions and addressing severe hallucination prob- lems. A typical RAG implementation adopts powerful retrieval models to ex- tract external information and leverage large language models (LLMs) to gener- ate corresponding answers. Different with that, recent LLM-based retrieval has raised much attention because it brings substantial improvements in information retrieval (IR) via LLMs' vigorous semantic understanding capability. However, directly applying LLM to RAG systems remains certain challenges. This may cause feature locality problems since massive parametric knowledge impedes the effective usage of the global information among all corpus, e.g., a LLM-based re- triever usually inputs the summary of documents instead of the whole documents. Moreover, various tasks pre-trained in LLMs induce severe variance, which fur- ther weakens its performance as the retriever. To address these issues, we propose a novel two-stage fine-tuning architecture called Invar-RAG. In the retrieval stage, a LLM-based retriever is constructed by integrating a LoRA-based representation learning to address the feature locality problem. To justify and consolidate this retrieval's performance, two patterns (i.e., invariant and variant patterns) and an invariance loss are also developed to alleviate the variance in LLM. Moreover, in the generation stage, a meticulously designed fine-tuning method is devised to im- prove our LLM for accurate answer generation based on the retrieved information. Experimental results demonstrate that Invar-RAG significantly outperforms exist- ing baselines across three Open-domain Question Answering (ODQA) datasets. The code is available in Supplementary Material to ease reproducibility.",False,,,,,,False,,True,"On page 1, line 035, the paragraph 'Over the past decade, large language models (LLMs) have demonstrated promising capability...' is indented. This indentation is present throughout the main body of the paper. The ICLR 2025 style guide (iclr2025_conference.pdf, Section 2, 'GENERAL FORMATTING INSTRUCTIONS', page 1, line 049) explicitly states: 'Paragraphs are separated by 1/2 line space, with no indentation.'",,,,,True,"On page 1, line 035, the paragraph 'Over the past decade, large language models (LLMs) have demonstrated promising capability...' is indented. This indentation is present throughout the main body of the paper. The ICLR 2025 style guide (iclr2025_conference.pdf, Section 2, 'GENERAL FORMATTING INSTRUCTIONS', page 1, line 049) explicitly states: 'Paragraphs are separated by 1/2 line space, with no indentation.'",False,,,,,,False,,False
data/iclr/data/submission_xIW2WtCuYE,0.0,1.0,0.0,17117,2073,53.30231046676636,,,True,"The document's title and content, including phrases like ""הסכם שכירות משנה בלתי מוגנת"" (Unprotected Sublease Agreement), ""תקופת שכירות המשנה"" (Sublease Period), and ""דמי שכירות ותשלומים נוספים"" (Rent and Additional Payments), clearly indicate its nature.",True,"The document title, as identified by OCR, is ""הסכם שכירות משנה בלתי מוגנת"" (Unprotected Sub-Lease Agreement). The content discusses rental terms, property details, and payment schedules, as seen in phrases like ""שוכר המשנה לשכור מהמשכירה בשכירות משנה חלק מן המושכר"" (the sub-tenant to rent from the lessor a part of the leased property) and ""דמי שכירות ותשלומים נוספים"" (rental fees and additional payments).",True,"The entire document is a legal contract written in Hebrew. For example, the title ""הסכם שכירות משנה בלתי מוגנת"" translates to ""Unprotected Sublease Agreement."" The content discusses rental terms, parties involved (landlord, subtenant), and legal clauses, such as ""דמי שכירות ותשלומים נוספים"" (rent and additional payments).",True,"The entire document is a legal contract written in Hebrew. For example, the title ""הסכם שכירות משנה בלתי מוגנת"" translates to ""Unprotected Sublease Agreement."" The content discusses rental terms, parties involved (landlord, subtenant), and legal clauses, such as ""דמי שכירות ותשלומים נוספים"" (rent and additional payments).",False,,,,,,False,,True,"The document is written in Hebrew, uses a non-standard font and layout, and lacks the specified 1.5-inch left margin and 10pt Times New Roman font with 11pt vertical spacing as required by the ICLR 2025 style guide.",,,,,True,"The document is written in Hebrew, uses a non-standard font and layout, and lacks the specified 1.5-inch left margin and 10pt Times New Roman font with 11pt vertical spacing as required by the ICLR 2025 style guide.",False,,False,"The provided document is a template for a legal sublease agreement in Hebrew, branded with 'zap משפטי'. It contains placeholders for names, addresses, and financial details typical of a contract, but no actual identifying information related to the authors of a research paper.",,,False,"The provided document is a template for a legal sublease agreement in Hebrew, branded with 'zap משפטי'. It contains placeholders for names, addresses, and financial details typical of a contract, but no actual identifying information related to the authors of a research paper.",False
data/iclr/data/submission_JGt14kjxB2,0.0,0.0,0.0,48183,2067,65.78880786895752,,,False,"The paper addresses Federated Learning (FL) with pre-trained models, focusing on reducing communication costs and improving performance by exploiting mean distributions for class covariance estimation. This falls under representation learning, optimization for representation learning, and applications of deep learning in vision, which are all in-scope topics for ICLR.",False,,False,"ABSTRACT: Using pre-trained models has been found to reduce the effect of data heterogeneity and speed up federated learning algorithms. In this work we propose a training-free method based on an unbiased estimator of class covariance matrices. Our method, which only uses first-order statistics in the form of class means communicated by clients to the server, incurs only a fraction of the communication costs required by methods based on communicating second-order statistics.",False,"ABSTRACT: Using pre-trained models has been found to reduce the effect of data heterogeneity and speed up federated learning algorithms. In this work we propose a training-free method based on an unbiased estimator of class covariance matrices. Our method, which only uses first-order statistics in the form of class means communicated by clients to the server, incurs only a fraction of the communication costs required by methods based on communicating second-order statistics.",False,,,,,,False,,True,"From the ICLR 2025 style guide (iclr2025_conference.pdf, page 1, line 053): ""All pages should start at 1 inch (6 picas) from the top of the page."" The provided LaTeX style file (iclr2025_conference.sty) contains the line: ""\setlength{\topmargin}{-0.5in}"". The generated PDF (main_paper.pdf) exhibits a top margin of approximately 0.5 inches.",,,,,True,"From the ICLR 2025 style guide (iclr2025_conference.pdf, page 1, line 053): ""All pages should start at 1 inch (6 picas) from the top of the page."" The provided LaTeX style file (iclr2025_conference.sty) contains the line: ""\setlength{\topmargin}{-0.5in}"". The generated PDF (main_paper.pdf) exhibits a top margin of approximately 0.5 inches.",False,,,,,,False,,False
data/iclr/data/submission_nQoRKLeOP0,1.0,1.0,0.8910737166334615,565137,2277,67.02306270599365,,,False,,False,"Personalized medicine is a groundbreaking healthcare framework for the 21st century, tailoring medical treatments to individuals based on unique clinical characteristics, including diverse medical imaging modalities. Given the significant differences among these modalities due to distinct underlying imaging principles, generalization in multi-modal medical image tasks becomes substantially challenging. Previous methods addressing multi-modal generalization rarely consider personalization, primarily focusing on common anatomical information. This paper aims to bridge multi-modal generalization with the concept of personalized medicine. Specifically, we propose a novel approach to derive a tractable form of the underlying personalized invariant representation Xh by leveraging individual-level constraints and a learnable biological prior.",,,False,"Personalized medicine is a groundbreaking healthcare framework for the 21st century, tailoring medical treatments to individuals based on unique clinical characteristics, including diverse medical imaging modalities. Given the significant differences among these modalities due to distinct underlying imaging principles, generalization in multi-modal medical image tasks becomes substantially challenging. Previous methods addressing multi-modal generalization rarely consider personalization, primarily focusing on common anatomical information. This paper aims to bridge multi-modal generalization with the concept of personalized medicine. Specifically, we propose a novel approach to derive a tractable form of the underlying personalized invariant representation Xh by leveraging individual-level constraints and a learnable biological prior.",False,,,,,,False,,False,"The main paper (main_paper.pdf) adheres to all specified formatting and layout guidelines. The main content (Abstract through Conclusion) spans exactly 10 pages (pages 1-10), which is within the allowed limit. Line numbers are present throughout the document. Margins, font sizes, and spacing for abstract, main body text, and headings appear to conform to the specifications outlined in the ICLR 2025 style guide (iclr2025_conference.pdf). No evidence of 'space-cheating' or extensive use of smaller fonts for the main text was found. Optional statements like Ethics or Reproducibility are not present, thus no violation of their page limits.",False,"The main content of the paper (Abstract through Conclusion) spans 10 pages, which is within the strict 10-page limit specified in the ICLR 2025 style guide. References and appendices are correctly placed after the main content and do not count towards the limit. Line numbers are present on all pages. Visual inspection of margins, font sizes, and spacing throughout the document (including headings, abstract, and main body text) indicates adherence to the ICLR 2025 style guide, with no evidence of 'space-cheating' or extensive use of small fonts in the main body. Optional sections like 'Author Contributions' and 'Acknowledgments' are present but do not constitute 'Ethics Statement' or 'Reproducibility Statement' and are not subject to separate page limits.",False,"The main content of the paper (Abstract through Conclusion/Discussion) spans from page 1 to page 10, totaling 10 pages. Line numbers are present on all pages. Visual inspection of margins, spacing, and font usage does not reveal any deviations from the ICLR 2025 style guide. No explicit Ethics or Reproducibility statements were found to check against their page limits.",False,"The main content of the paper (Abstract through Conclusion/Discussion) spans from page 1 to page 10, totaling 10 pages. Line numbers are present on all pages. Visual inspection of margins, spacing, and font usage does not reveal any deviations from the ICLR 2025 style guide. No explicit Ethics or Reproducibility statements were found to check against their page limits.",True,data/iclr/data/submission_nQoRKLeOP0/supplemental_files/cpfs01/projects-HDD/cfff-c7cd658afc74_HDD/tanzhaorui/test/Code_for_submit/readme.md,,,,,True,data/iclr/data/submission_nQoRKLeOP0/supplemental_files/cpfs01/projects-HDD/cfff-c7cd658afc74_HDD/tanzhaorui/test/Code_for_submit/readme.md,False
data/iclr/data/submission_s0gdfKcmoU,1.0,1.0,1.0,126693,2912,69.22431254386902,,,False,,False,,False,,False,,False,,,,,,False,,False,"The main paper (main_paper.pdf) adheres to all specified formatting and layout guidelines. Line numbers are present on all pages. The main content (Abstract through Conclusion) is exactly 10 pages, which is within the 6-10 page limit. No Ethics or Reproducibility Statements exceeding 1 page were found. Margins, font sizes, and spacing appear consistent with the ICLR 2025 style guide, with no evidence of 'space-cheating' or extensive use of smaller fonts in the main body.",False,"The main content (Abstract through Conclusion/Discussion) spans from page 1 to page 10, which is exactly 10 pages, adhering to the specified page limit. Line numbers are present on all pages in the left margin. No explicit Ethics or Reproducibility Statements exceeding one page were found. Visual inspection of the document and review of the LaTeX source (iclr2025_conference.tex) indicate that standard ICLR 2025 style files were used, and there are no apparent modifications to margins, spacing, or font sizes that would constitute 'space-cheating' or layout violations. The document's layout, including font sizes for main text, headings, and abstract, as well as paragraph spacing and margins, appears consistent with the ICLR 2025 style guide.",False,"The main paper (main_paper.pdf) and the supplemental file (supplemental.pdf) adhere to all specified formatting and layout guidelines. Line numbers are present, the main content is within the 10-page limit, and there are no apparent violations in margins, spacing, or font usage for the main body text. No Ethics or Reproducibility Statements were found to exceed 1 page.",False,"The main paper (main_paper.pdf) adheres to all specified formatting and layout guidelines. Line numbers are present on all pages. The main content (Abstract through Conclusion) is exactly 10 pages, which is within the 6-10 page limit. No Ethics or Reproducibility Statements exceeding 1 page were found. Margins, font sizes, and spacing appear consistent with the ICLR 2025 style guide, with no evidence of 'space-cheating' or extensive use of smaller fonts in the main body.",False,,,,,,False,,False
data/iclr/data/submission_2924nrgHce,1.0,1.0,1.0,81918,2894,202.241822719574,,,False,,,,,,False,,False,,,,,,False,,False,"The main content (Abstract through Conclusion) spans pages 1-10, which is exactly 10 pages, adhering to the page limit. The document includes line numbers in the left margin on every page. There are no explicit Ethics Statement or Reproducibility Statement sections. Visual inspection of margins, font sizes, and spacing for the main body text, headings, figures, and tables appears consistent with the ICLR 2025 style guide, with no obvious signs of 'space-cheating' or extensive use of small fonts outside of allowed contexts like captions or tables.",False,"The main content (Abstract through Conclusion) spans exactly 10 pages (page 1 to page 10). Line numbers are present on all pages in the left margin. No explicit Ethics Statement or Reproducibility Statement sections were found. Visual inspection of the PDF shows consistent margins, font sizes, and spacing that appear to adhere to the ICLR 2025 style guide, with no obvious signs of 'space-cheating' or extensive use of small fonts in the main body text.",False,"The main text (Abstract through Conclusion) spans exactly 10 pages (pages 1-10 of the PDF). References and Appendices follow, which do not count towards the page limit. Line numbers are present in the left margin on all pages. Visual inspection of the PDF and review of the LaTeX source (`iclr2025_conference.tex`) do not reveal any explicit modifications to font sizes, margins, or spacing in a way that would violate the ICLR 2025 style guide. The document uses the official `iclr2025_conference` style file.",False,"The main content (Abstract through Conclusion) spans pages 1-10, which is exactly 10 pages, adhering to the page limit. The document includes line numbers in the left margin on every page. There are no explicit Ethics Statement or Reproducibility Statement sections. Visual inspection of margins, font sizes, and spacing for the main body text, headings, figures, and tables appears consistent with the ICLR 2025 style guide, with no obvious signs of 'space-cheating' or extensive use of small fonts outside of allowed contexts like captions or tables.",False,,False,,False,,False,,False
data/iclr/data/submission_MOCEoNsjEx,1.0,1.0,1.0,58371,2526,52.5273597240448,,,False,,False,,False,,False,,True,Code is avaliable at https://gitlab.com/FUTURE_LINK,,,,,True,Code is avaliable at https://gitlab.com/FUTURE_LINK,False,"The main text (Abstract through Conclusion) spans 8 pages (pages 1-8), which is within the allowed 6-10 page limit. Optional statements (Reproducibility Statement on page 11) are well within the 1-page limit. Line numbers are present on all pages. Visual inspection of the PDF and review of the LaTeX source indicate adherence to margin, font size, and spacing guidelines, with no evidence of 'space-cheating' or extensive use of small fonts in the main body.",False,"The main content (Abstract through Conclusion) spans from page 1 to page 8, totaling 8 pages, which is within the 6-10 page limit. All pages include line numbers in the left margin. Optional statements (Reproducibility Statement) are well under the 1-page limit. Margins, font sizes, and spacing appear consistent with the ICLR 2025 style guide, with no evidence of 'space-cheating' or extensive use of smaller fonts in the main body.",False,"The main content of the paper (Abstract through Conclusion) spans 8 pages (from page 1 to page 8), which is within the allowed 6-10 page limit. Line numbers are present on all pages. The optional Reproducibility Statement is brief and does not exceed 1 page. No Ethics Statement was found. Visual inspection of the PDF and review of the LaTeX source indicate adherence to the specified font sizes, margins, and spacing guidelines, with no evidence of 'space-cheating' or extensive use of small fonts in the main body.",False,"The main content (Abstract through Conclusion) spans from page 1 to page 8, totaling 8 pages, which is within the 6-10 page limit. All pages include line numbers in the left margin. Optional statements (Reproducibility Statement) are well under the 1-page limit. Margins, font sizes, and spacing appear consistent with the ICLR 2025 style guide, with no evidence of 'space-cheating' or extensive use of smaller fonts in the main body.",False,,False,,,,False,,False
data/iclr/data/submission_Cody9WEwvN,1.0,1.0,1.0,59610,2238,52.6357650756836,,,False,"The paper addresses controlled text generation using Large Language Models (LLMs), proposing a novel decoding algorithm called Discrete Auto-regressive Biasing (DAB). This method leverages gradients within a discrete text domain to improve constraint satisfaction and fluency in applications such as sentiment control, language detoxification, and keyword-guided generation. These topics align with 'applications of deep learning in ... natural language processing' and 'optimization for representation learning' as specified in the ICLR 2025 call for papers.",False,,False,,False,"The paper addresses controlled text generation using Large Language Models (LLMs), proposing a novel decoding algorithm called Discrete Auto-regressive Biasing (DAB). This method leverages gradients within a discrete text domain to improve constraint satisfaction and fluency in applications such as sentiment control, language detoxification, and keyword-guided generation. These topics align with 'applications of deep learning in ... natural language processing' and 'optimization for representation learning' as specified in the ICLR 2025 call for papers.",False,,,,,,False,,False,"The provided main_paper.pdf adheres to all specified formatting and layout guidelines, including page limits, statement limits, line numbering, and margin/spacing requirements. The document appears to be generated using the official ICLR 2025 LaTeX style files.",False,The submitted 'main_paper.pdf' is identical to the 'iclr2025_conference.pdf' (the official style guide document). The LaTeX source 'iclr2025_conference.tex' was also provided.,,,False,The submitted 'main_paper.pdf' is identical to the 'iclr2025_conference.pdf' (the official style guide document). The LaTeX source 'iclr2025_conference.tex' was also provided.,False,,,,,,False,,True
data/iclr/data/submission_YE5m1lkx4q,1.0,1.0,1.0,659933,3007,86.89183020591736,,,False,"The submission's abstract, introduction, and methodology clearly describe a novel approach for long-context Retrieval-Augmented Generation (RAG) using SNR-based span uncertainty to enhance model calibration and train retrieval models. This falls under 'applications of deep learning in natural language processing' and 'unsupervised, semi-supervised, and supervised representation learning'. The language is clear and the technical concepts are well-defined.",False,"The paper's abstract, introduction, and methodology clearly describe a novel approach for long-context Retrieval-Augmented Generation (RAG) using SNR-based span uncertainty, which falls under 'applications of deep learning in ... natural language processing' and 'representation learning' topics. The technical concepts are presented clearly with appropriate mathematical notation and explanations, making the content comprehensible to a domain expert.",False,"We present UncertaintyRAG, a novel approach for long-context Retrieval-Augmented Generation (RAG) that utilizes Signal-to-Noise Ratio (SNR)-based span uncertainty to estimate similarity between text chunks. This span uncertainty enhances model calibration, improving robustness and mitigating semantic inconsistencies introduced by random chunking. Leveraging this insight, we propose an efficient unsupervised learning technique to train the retrieval model, alongside an effective data sampling and scaling strategy. UncertaintyRAG outperforms baselines by 2.03% on LLaMA-2-7B, achieving state-of-the-art results while using only 4% of the training data compared to other advanced open-source retrieval models under distribution shift settings. Our method demonstrates strong calibration through span uncertainty, leading to improved generalization and robustness in long-context RAG tasks. Additionally, UncertaintyRAG provides a lightweight retrieval model that can be integrated into any large language model with varying context window lengths, without the need for fine-tuning, showcasing the flexibility of our approach.",False,"We present UncertaintyRAG, a novel approach for long-context Retrieval-Augmented Generation (RAG) that utilizes Signal-to-Noise Ratio (SNR)-based span uncertainty to estimate similarity between text chunks. This span uncertainty enhances model calibration, improving robustness and mitigating semantic inconsistencies introduced by random chunking. Leveraging this insight, we propose an efficient unsupervised learning technique to train the retrieval model, alongside an effective data sampling and scaling strategy. UncertaintyRAG outperforms baselines by 2.03% on LLaMA-2-7B, achieving state-of-the-art results while using only 4% of the training data compared to other advanced open-source retrieval models under distribution shift settings. Our method demonstrates strong calibration through span uncertainty, leading to improved generalization and robustness in long-context RAG tasks. Additionally, UncertaintyRAG provides a lightweight retrieval model that can be integrated into any large language model with varying context window lengths, without the need for fine-tuning, showcasing the flexibility of our approach.",False,,,,,,False,,False,"The main text (Abstract through Conclusion/Discussion, Sections 1-5) spans from page 1 to page 10 of the main_paper.pdf. The ICLR 2025 style guide (iclr2025_conference.pdf, page 2, lines 060-061) states a strict upper limit of 10 pages for the main text. This submission adheres to this limit. Line numbers are present in the left margin on all pages, as required. There are no explicit Ethics or Reproducibility Statements exceeding one page. Margins, font sizes, and spacing appear consistent with the style guide's specifications (e.g., 5.5 inches wide text block, 1.5 inch left margin, 10pt type with 11pt vertical spacing, 1/2 line space between paragraphs). Small fonts are appropriately used in figures, tables, and footnotes, which is permitted.",False,"The main text (Abstract through Conclusion/Discussion) spans pages 1-10, which is within the 6-10 page limit. Line numbers are present on all pages of the main paper. No explicit Ethics Statement or Reproducibility Statement exceeding 1 page was found. Margins and spacing appear to conform to the style guide specifications (5.5 inches wide, 9 inches long text area, 1.5 inch left margin, 1 inch top margin, 10pt font with 11pt vertical spacing, 1/2 line space between paragraphs). The LaTeX source confirms these settings and warns against modification.",,,False,"The main text (Abstract through Conclusion/Discussion) spans pages 1-10, which is within the 6-10 page limit. Line numbers are present on all pages of the main paper. No explicit Ethics Statement or Reproducibility Statement exceeding 1 page was found. Margins and spacing appear to conform to the style guide specifications (5.5 inches wide, 9 inches long text area, 1.5 inch left margin, 1 inch top margin, 10pt font with 11pt vertical spacing, 1/2 line space between paragraphs). The LaTeX source confirms these settings and warns against modification.",False,,False,,False,,False,,False
