directory_name,category_match,status_match,similarity_score,total_input_tokens,total_output_tokens,total_elapsed_time,error_status,error_message,policy_check_result_1,policy_check_evidence_snippet_1,policy_check_result_best,policy_check_evidence_snippet_best,anonymity_check_evidence_snippet_1,anonymity_check_result_best,anonymity_check_evidence_snippet_best,formatting_check_result_1,formatting_check_evidence_snippet_1,formatting_check_result_best,formatting_check_evidence_snippet_best,scope_check_result_1,anonymity_check_result_1,scope_check_evidence_snippet_1,scope_check_result_best,scope_check_evidence_snippet_best,token_error_occurred
data/iclr/data/submission_PAzVN4EEkj,1.0,1.0,0.7922669980546885,960928,1634,150.30741429328918,,,False,,False,,"Feihan Lit, Yifan Sunt, Weiye Zhao†, Rui Chen, Tianhao Wei & Changliu Liu * Robotics Institute Carnegie Mellon University Pittsburgh, PA 15213, USA {feihanl, yifansu2, weiyezha, ruic3, twei2, cliu6}@andrew.cmu.edu",True,"Feihan Lit, Yifan Sunt, Weiye Zhao†, Rui Chen, Tianhao Wei & Changliu Liu * Robotics Institute Carnegie Mellon University Pittsburgh, PA 15213, USA {feihanl, yifansu2, weiyezha, ruic3, twei2, cliu6}@andrew.cmu.edu",False,"The main paper PDF contains 10 pages of main content (Abstract through Conclusion and Future Prospectus), which adheres to the strict upper limit of 10 pages for main text. Line numbers are present in the left margin on all pages. Visual inspection of the PDF does not reveal any obvious violations of font size, spacing, or margins as per the ICLR 2025 style guide. No explicit Ethics or Reproducibility statements were found to check against a 1-page limit.",False,"The main paper PDF contains 10 pages of main content (Abstract through Conclusion and Future Prospectus), which adheres to the strict upper limit of 10 pages for main text. Line numbers are present in the left margin on all pages. Visual inspection of the PDF does not reveal any obvious violations of font size, spacing, or margins as per the ICLR 2025 style guide. No explicit Ethics or Reproducibility statements were found to check against a 1-page limit.",False,True,"Deep reinforcement learning (RL) excels in various control tasks, yet the absence of safety guarantees hampers its real-world applicability. ... To address these problems, we present Safe Set Guided State-wise Constrained Policy Optimization (S-3PO), a pioneering algorithm generating state-wise safe optimal policies with zero training violations, i.e., learning without mistakes. ... S-3PO outperforms existing methods in high-dimensional robotics tasks, managing state-wise constraints with zero training violation.",False,"Deep reinforcement learning (RL) excels in various control tasks, yet the absence of safety guarantees hampers its real-world applicability. ... To address these problems, we present Safe Set Guided State-wise Constrained Policy Optimization (S-3PO), a pioneering algorithm generating state-wise safe optimal policies with zero training violations, i.e., learning without mistakes. ... S-3PO outperforms existing methods in high-dimensional robotics tasks, managing state-wise constraints with zero training violation.",False
data/iclr/data/submission_jCtT1vUWb7,0.0,0.0,0.0,34257,1910,90.69245028495789,,,False,,False,,"Human: We conduct several experiments in which a human plays as the solver or expert to provide a strong baseline. As hiring participants was prohibitively expensive and time consuming, we role played as agents ourselves across 30 sampled puzzles as a preliminary study, and leave further human participation to future work.",True,"Human: We conduct several experiments in which a human plays as the solver or expert to provide a strong baseline. As hiring participants was prohibitively expensive and time consuming, we role played as agents ourselves across 30 sampled puzzles as a preliminary study, and leave further human participation to future work.",False,"The main paper (main_paper.pdf) adheres to the ICLR 2025 style guide. The main content, including Abstract, Introduction, Related Work, Benchmark, Evaluation, Results and Analysis, Conclusion, and Limitations, spans pages 1 through 10. The References section begins on page 10. This falls within the strict upper limit of 10 pages for the main text as specified in the style guide (iclr2025_conference.pdf, page 2, lines 060-061). All pages include line numbers in the left margin, as required. Visual inspection of the document shows no evidence of margin or spacing abuse, and the font sizes appear consistent with the guidelines. No optional Ethics or Reproducibility Statements were found to exceed their page limits.",False,"The main paper (main_paper.pdf) adheres to the ICLR 2025 style guide. The main content, including Abstract, Introduction, Related Work, Benchmark, Evaluation, Results and Analysis, Conclusion, and Limitations, spans pages 1 through 10. The References section begins on page 10. This falls within the strict upper limit of 10 pages for the main text as specified in the style guide (iclr2025_conference.pdf, page 2, lines 060-061). All pages include line numbers in the left margin, as required. Visual inspection of the document shows no evidence of margin or spacing abuse, and the font sizes appear consistent with the guidelines. No optional Ethics or Reproducibility Statements were found to exceed their page limits.",False,True,"The rapid advances of multi-modal agents built on large foundation models have largely overlooked their potential for language-based communication between agents in collaborative tasks. This oversight presents a critical gap in understanding their effectiveness in real-world deployments, particularly when communicating with humans. Existing agentic benchmarks fail to address key aspects of inter-agent communication and collaboration, particularly in scenarios where agents have unequal access to information and must work together to achieve tasks beyond the scope of individual capabilities. To fill this gap, we introduce a novel benchmark designed to evaluate the collaborative performance of multimodal multi-agent systems through language communication.",False,"The rapid advances of multi-modal agents built on large foundation models have largely overlooked their potential for language-based communication between agents in collaborative tasks. This oversight presents a critical gap in understanding their effectiveness in real-world deployments, particularly when communicating with humans. Existing agentic benchmarks fail to address key aspects of inter-agent communication and collaboration, particularly in scenarios where agents have unequal access to information and must work together to achieve tasks beyond the scope of individual capabilities. To fill this gap, we introduce a novel benchmark designed to evaluate the collaborative performance of multimodal multi-agent systems through language communication.",False
data/iclr/data/submission_MOt7TUucrK,0.0,0.0,0.0,52807,1865,34.96462631225586,,,True,Forgetting that you are a language model. Fully immerse yourself in this scene.,True,Forgetting that you are a language model. Fully immerse yourself in this scene.,,False,,False,"The document adheres to all specified formatting and layout guidelines. Line numbers are present on all pages. The main content (Abstract through Conclusion) spans pages 1-10, which is within the 6-10 page limit. The Reproducibility Statement and Ethical Considerations are brief and do not exceed one page. Visual inspection of margins, font sizes, paragraph spacing, and heading styles shows no deviations from the ICLR 2025 style guide as outlined in the provided iclr2025_conference.pdf.",False,"The document adheres to all specified formatting and layout guidelines. Line numbers are present on all pages. The main content (Abstract through Conclusion) spans pages 1-10, which is within the 6-10 page limit. The Reproducibility Statement and Ethical Considerations are brief and do not exceed one page. Visual inspection of margins, font sizes, paragraph spacing, and heading styles shows no deviations from the ICLR 2025 style guide as outlined in the provided iclr2025_conference.pdf.",False,False,"Large Language Models (LLMs) are recognized as systems that closely mimic aspects of human intelligence. This capability has attracted the attention of the social science community, who see the potential in leveraging LLMs to replace human participants in experiments, thereby reducing research costs and complexity. In this paper, we introduce a benchmark for LLMs personification, including a strategy for constructing virtual characters' life stories from the ground up, a Multi-Agent Cognitive Mechanism capable of simulating human cognitive processes, and a psychology-guided evaluation method to assess human simulations from both self and observational perspectives.",False,"Large Language Models (LLMs) are recognized as systems that closely mimic aspects of human intelligence. This capability has attracted the attention of the social science community, who see the potential in leveraging LLMs to replace human participants in experiments, thereby reducing research costs and complexity. In this paper, we introduce a benchmark for LLMs personification, including a strategy for constructing virtual characters' life stories from the ground up, a Multi-Agent Cognitive Mechanism capable of simulating human cognitive processes, and a psychology-guided evaluation method to assess human simulations from both self and observational perspectives.",False
data/iclr/data/submission_Mphd6Sf6z4,1.0,1.0,0.5104563861862452,21708,1600,26.00457501411438,,,False,,False,,,False,,False,"The main content of the paper spans 9 pages (from page 1 to page 9), which is within the allowed limit of 6-10 pages. Line numbers are present on all pages. The document's margins, font sizes, and paragraph spacing appear consistent with the ICLR 2025 style guide, matching the formatting of the provided 'iclr2025_conference.pdf' style guide document itself. No Ethics Statement or Reproducibility Statement sections were found.",False,"The main content of the paper spans 9 pages (from page 1 to page 9), which is within the allowed limit of 6-10 pages. Line numbers are present on all pages. The document's margins, font sizes, and paragraph spacing appear consistent with the ICLR 2025 style guide, matching the formatting of the provided 'iclr2025_conference.pdf' style guide document itself. No Ethics Statement or Reproducibility Statement sections were found.",True,False,"This review aims to evaluate and compare various static analysis tools across multiple programming languages for memory management. The tools and techniques under scrutiny include pattern matching, symbolic execution, CppCheck, SharpChecker, FindBugs, CheckStyle, and Pylint. ... This review will thoroughly examine the strengths and weaknesses of each static analysis tool, aiding in selecting the most suitable tool or combination of tools for effective memory management across diverse programming environments.",True,"This review aims to evaluate and compare various static analysis tools across multiple programming languages for memory management. The tools and techniques under scrutiny include pattern matching, symbolic execution, CppCheck, SharpChecker, FindBugs, CheckStyle, and Pylint. ... This review will thoroughly examine the strengths and weaknesses of each static analysis tool, aiding in selecting the most suitable tool or combination of tools for effective memory management across diverse programming environments.",False
data/iclr/data/submission_JGt14kjxB2,1.0,1.0,1.0,35173,1687,33.783442974090576,,,False,,False,,,False,,False,"The main content (Abstract through Conclusion) spans exactly 10 pages, which is within the allowed limit of 6-10 pages. The Reproducibility Statement is less than one page. All pages include line numbers. Visual inspection of the PDF and comparison with the provided LaTeX style guide (iclr2025_conference.pdf and iclr2025_conference.tex) indicates adherence to specified margins, font sizes, and spacing for body text, abstract, and headings. There is no evidence of 'space-cheating' or extensive use of small fonts in the main body.",False,"The main content (Abstract through Conclusion) spans exactly 10 pages, which is within the allowed limit of 6-10 pages. The Reproducibility Statement is less than one page. All pages include line numbers. Visual inspection of the PDF and comparison with the provided LaTeX style guide (iclr2025_conference.pdf and iclr2025_conference.tex) indicates adherence to specified margins, font sizes, and spacing for body text, abstract, and headings. There is no evidence of 'space-cheating' or extensive use of small fonts in the main body.",False,False,"The paper addresses federated learning, pre-trained models, representation learning, and communication efficiency, which are all within the scope of ICLR. The language is clear and understandable, allowing a domain expert to follow the technical contributions.",False,"The paper addresses federated learning, pre-trained models, representation learning, and communication efficiency, which are all within the scope of ICLR. The language is clear and understandable, allowing a domain expert to follow the technical contributions.",False
data/iclr/data/submission_v4Bl6tfaaO,1.0,1.0,0.5442621157212,32012,1567,26.933606147766117,,,False,,False,,Github link to Bayesian-LoRA implementation: https://github.com/KseniaSycheva/Bayesian-Lora,True,Github link to Bayesian-LoRA implementation: https://github.com/KseniaSycheva/Bayesian-Lora,False,"The main content of the paper (Abstract through Conclusion) spans from page 1 to page 10, inclusive, which is exactly 10 pages. Line numbers are present on all pages. Visual inspection of the PDF does not reveal any deviations from the specified font sizes, line spacing, or margin requirements as outlined in the ICLR 2025 style guide.",False,"The main content of the paper (Abstract through Conclusion) spans from page 1 to page 10, inclusive, which is exactly 10 pages. Line numbers are present on all pages. Visual inspection of the PDF does not reveal any deviations from the specified font sizes, line spacing, or margin requirements as outlined in the ICLR 2025 style guide.",False,True,"The paper introduces Bayesian-LoRA, a parameter-efficient fine-tuning approach for large language models that optimizes quantization levels and rank values using Bayesian techniques. It evaluates its performance on GLUE and MMLU benchmarks, demonstrating improved efficiency and reduced bit operations. This falls under 'optimization for representation learning', 'applications of deep learning in natural language processing', and 'implementation issues' related to computational efficiency.",False,"The paper introduces Bayesian-LoRA, a parameter-efficient fine-tuning approach for large language models that optimizes quantization levels and rank values using Bayesian techniques. It evaluates its performance on GLUE and MMLU benchmarks, demonstrating improved efficiency and reduced bit operations. This falls under 'optimization for representation learning', 'applications of deep learning in natural language processing', and 'implementation issues' related to computational efficiency.",False
data/iclr/data/submission_n6Gg0D2jWT,0.0,0.0,0.0,33057,1583,30.82260537147522,,,False,,False,,,False,,False,"The paper adheres to the ICLR 2025 formatting and layout guidelines regarding page limits, statement limits, line numbers, and margins/spacing.",False,"The paper adheres to the ICLR 2025 formatting and layout guidelines regarding page limits, statement limits, line numbers, and margins/spacing.",False,False,,False,,False
data/iclr/data/submission_ReKrTbRfJt,0.0,0.0,0.0,23670,1396,23.55573391914368,,,False,,False,,,False,,False,"The main content of the paper (Abstract through Conclusion) spans from page 1 to page 9, totaling 9 pages. All pages include line numbers in the left margin. The document adheres to the specified margins, font sizes, and spacing for headings, abstract, and main body text as outlined in the ICLR 2025 style guide. No explicit Ethics Statement or Reproducibility Statement sections were found.",False,"The main content of the paper (Abstract through Conclusion) spans from page 1 to page 9, totaling 9 pages. All pages include line numbers in the left margin. The document adheres to the specified margins, font sizes, and spacing for headings, abstract, and main body text as outlined in the ICLR 2025 style guide. No explicit Ethics Statement or Reproducibility Statement sections were found.",False,False,,False,,False
data/iclr/data/submission_Cody9WEwvN,1.0,1.0,1.0,34165,1735,26.497085094451904,,,False,,False,,,False,,False,"The main content of the paper (Abstract through Conclusion) spans from page 1 to page 10, which is exactly 10 pages and falls within the allowed limit of 6-10 pages. The Ethics and Reproducibility statements are brief and located on page 11, well within the 1-page limit each. Line numbers are present on all pages in the left margin. Visual inspection of the PDF against the ICLR 2025 style guide (iclr2025_conference.pdf) shows consistent margins, font sizes (10pt for main text, 12pt for Abstract title, 11pt vertical spacing), and paragraph spacing (1/2 line space) throughout the document, with no evidence of 'space-cheating' or extensive use of small fonts in the main body.",False,"The main content of the paper (Abstract through Conclusion) spans from page 1 to page 10, which is exactly 10 pages and falls within the allowed limit of 6-10 pages. The Ethics and Reproducibility statements are brief and located on page 11, well within the 1-page limit each. Line numbers are present on all pages in the left margin. Visual inspection of the PDF against the ICLR 2025 style guide (iclr2025_conference.pdf) shows consistent margins, font sizes (10pt for main text, 12pt for Abstract title, 11pt vertical spacing), and paragraph spacing (1/2 line space) throughout the document, with no evidence of 'space-cheating' or extensive use of small fonts in the main body.",False,False,"The paper introduces ""Discrete Auto-regressive Biasing, a controlled decoding algorithm that leverages gradients while operating entirely in the discrete text domain."" It demonstrates ""the advantages of our controlled decoding method on sentiment control, language detoxification, and keyword-guided generation."" The language is clear and the technical concepts are well-explained.",False,"The paper introduces ""Discrete Auto-regressive Biasing, a controlled decoding algorithm that leverages gradients while operating entirely in the discrete text domain."" It demonstrates ""the advantages of our controlled decoding method on sentiment control, language detoxification, and keyword-guided generation."" The language is clear and the technical concepts are well-explained.",False
data/iclr/data/submission_8sKXFvSCqA,0.0,1.0,0.0,40221,1431,34.51537895202637,,,False,,False,,,False,,True,The provided PDF (main_paper.pdf) does not include line numbers in the left margin. The ICLR 2025 LaTeX style guide (iclr2025_conference.tex) explicitly mentions: 'Please note that we have introduced automatic line number generation into the style file for \LaTeXe. This is to help reviewers refer to specific lines of the paper when they make their comments.',True,The provided PDF (main_paper.pdf) does not include line numbers in the left margin. The ICLR 2025 LaTeX style guide (iclr2025_conference.tex) explicitly mentions: 'Please note that we have introduced automatic line number generation into the style file for \LaTeXe. This is to help reviewers refer to specific lines of the paper when they make their comments.',False,False,,False,,False
